empresa,cnpj,state,natureza_legal,quantidade_natureza_legal,total_capital,quantidade_socios
FERNANDES BATISTA MERCEARIA LTDA,03797646,BA,Sociedade Empresária Limitada,14353,4.0E6,2
AGROMANIA COMERCIO DE PRODUTOS AGRICOLAS LTDA,03797741,BA,Sociedade Empresária Limitada,14353,4.0E6,2
AMYGOS COMERCIAL AVICOLA LTDA,03797749,SP,Sociedade Empresária Limitada,14353,4.0E6,2
HEALTH REPRESENTACOES LTDA,03797811,SP,Sociedade Empresária Limitada,14353,4.0E6,2
IRMAOS AZEVEDO REPRESENTACOES COMERCIAIS LTDA,03797819,SP,Sociedade Empresária Limitada,14353,4.0E6,2
KAUI TRANSPORTE RODOVIARIO DE CARGA LTDA,03798122,AM,Sociedade Empresária Limitada,14353,4.0E6,2
CONTEC EQUIPAMENTOS ELETRONICOS LTDA,03798541,RJ,Sociedade Simples Limitada,2029,4.0E6,2
D.C.F. COMERCIO DE ALIMENTOS E BEBIDAS LTDA,03798660,SP,Sociedade Empresária Limitada,14353,4.0E6,2
COMAUDI COMERCIO DE APARELHOS AUDITIVOS LTDA,03798862,SP,Sociedade Empresária Limitada,14353,4.0E6,2
ELIZIUM INCORPORADORA E CONSTRUTORA LTDA,03798863,PR,Sociedade Empresária Limitada,14353,4.0E6,2
CENTRO DE DIAGNOSTICO MONSENHOR ALBINO LTDA,03798955,SP,Sociedade Simples Limitada,2029,4.0E6,2
MARIA ECI DE OLIVEIRA SANTOS E CIA LTDA,03799240,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MINIMERCADO SCHAURICH LTDA.,03799336,RS,Sociedade Empresária Limitada,14353,4.0E6,2
ICE COMERCIO DE REFRIGERACAO LTDA,03799422,SC,Sociedade Empresária Limitada,14353,4.0E6,2
REDE DECORALAR MOVEIS E ELETRODOMESTICOS LTDA,03799435,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DROGARIA SOFT LTDA,03799579,MG,Sociedade Empresária Limitada,14353,4.0E6,2
AGUA AZUL PARTICIPACOES E INVESTIMENTOS LTDA,03799682,GO,Sociedade Empresária Limitada,14353,4.0E6,2
NET - SERVICOS EM INFORMATICA LTDA,03799758,SP,Sociedade Empresária Limitada,14353,4.0E6,2
TORNEAMENTO EFREN & FERREIRA LTDA,03799800,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MIRELA DE SOUZA CASTRO RODRIGUES LTDA,03799827,SP,Sociedade Empresária Limitada,14353,4.0E6,2
FAST COLD LTDA,03799862,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
TAKARA E HIGA LANCHONETE E RESTAURANTE LTDA,03799929,SP,Sociedade Empresária Limitada,14353,4.0E6,2
SUPERMERCADO DO LEO LTDA,03799975,MG,Sociedade Empresária Limitada,14353,4.0E6,2
JP VALADARES REPRESENTACOES LTDA,03800146,BA,Sociedade Empresária Limitada,14353,4.0E6,2
ADVOCACIA PASCHOAL & SISTI SS,03800424,MS,Sociedade Simples Pura,219,4.0E6,2
COMERCIAL ARAUJO MATERIAIS PARA CONSTRUCAO LTDA,03800455,GO,Sociedade Empresária Limitada,14353,4.0E6,2
M.J.P. SERVICOS ADMINISTRATIVOS LTDA,03800636,SP,Sociedade Empresária Limitada,14353,4.0E6,2
AJENZO TRANSPORTES E SERVICOS LTDA,03800881,MG,Sociedade Empresária Limitada,14353,4.0E6,2
GUITHY CONFECCAO E COMERCIO DE ARTIGOS DO VESTUARIO LTDA,03800934,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
FUNERARIA BRITTO LTDA,03801228,SP,Sociedade Empresária Limitada,14353,4.0E6,2
FRIBURGO BUSINESS LTDA,03801282,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
MARWAL TEXTIL LTDA,03801631,GO,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL FARMACEUTICO SAO CAMILO LTDA,03801670,BA,Sociedade Empresária Limitada,14353,4.0E6,2
LABOURSERV RECURSOS HUMANOS LTDA.,03801771,SP,Sociedade Empresária Limitada,14353,4.0E6,2
PREMIUM CONSULTORES ASSOCIADOS SOCIEDADE SIMPLES,03801849,RS,Sociedade Simples Pura,219,4.0E6,2
JOTACAR CHAPARIA E PINTURA LTDA,03801871,BA,Sociedade Empresária Limitada,14353,4.0E6,2
POUSADA L.N.R. EMPREENDIMENTOS TURISTICOS LTDA,03802040,MG,Sociedade Empresária Limitada,14353,4.0E6,2
W L N COMERCIO E REPRESENTACAO LTDA,03802077,MA,Sociedade Empresária Limitada,14353,4.0E6,2
NUNES & SOARES LTDA,03802120,PI,Sociedade Empresária Limitada,14353,4.0E6,2
ALVESMAQ LTDA.,03802140,SP,Sociedade Empresária Limitada,14353,4.0E6,2
SAN COMERCIO DE UTILIDADES LTDA,03802378,TO,Sociedade Empresária Limitada,14353,4.0E6,2
B. S. EQUIPAMENTOS PARA PERFURACAO LTDA,03802465,SP,Sociedade Empresária Limitada,14353,4.0E6,2
PADARIA E CONFEITARIA KI DELICIA LTDA,03802473,SC,Sociedade Empresária Limitada,14353,4.0E6,2
COSTA & COSTA INTERMEDIACAO DE NEGOCIOS IMOBILIARIOS E TURISMO LTDA,03802669,RN,Sociedade Empresária Limitada,14353,4.0E6,2
DPF DISTRIBUIDORA DE POLPAS DE FRUTAS LTDA,03802854,BA,Sociedade Empresária Limitada,14353,4.0E6,2
DISTRIBUIDORA ZONA CENTRO LTDA,03802869,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MERCADO DA VILA LTDA,03803028,ES,Sociedade Empresária Limitada,14353,4.0E6,2
SUHN REPRESENTACOES COMERCIAIS LTDA,03803048,SC,Sociedade Empresária Limitada,14353,4.0E6,2
CLINICA ODONTOLOGICA PRECOMA,03803276,PR,Sociedade Simples Pura,219,4.0E6,2
AUTO POSTO VILA MARIANA LTDA,03803565,SP,Sociedade Empresária Limitada,14353,4.0E6,2
DULCE COLOR CONFECCOES LTDA,03803573,SP,Sociedade Empresária Limitada,14353,4.0E6,2
FAGO CORRETORA DE SEGUROS S/S LTDA,03803671,SP,Sociedade Simples Limitada,2029,4.0E6,2
OFICINA MECANICA LAURO JOSE SCHVAMBACH LTDA,03803686,SC,Sociedade Empresária Limitada,14353,4.0E6,2
MADEZAR AGROPECUARIA LTDA,03803727,RS,Sociedade Empresária Limitada,14353,4.0E6,2
TEKRAM COMERCIO DE AGUA MINERAL E MATERIAIS DE LIMPEZA LTDA,03803734,BA,Sociedade Empresária Limitada,14353,4.0E6,2
MARIVALDO CAPOTARIA LTDA,03803825,BA,Sociedade Empresária Limitada,14353,4.0E6,2
R F COMERCIO DE MOVEIS LTDA,03803849,CE,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL DE MOVEIS E ELETRODOMESTICOS SANTOS VIRGENS LTDA,03803949,BA,Sociedade Empresária Limitada,14353,4.0E6,2
MELO & VASCONCELOS SERVICOS DE INFORMATICA E CONTABILIDADE LTDA,03804163,SP,Sociedade Empresária Limitada,14353,4.0E6,2
H.N.N-TRANSPORTES LTDA,03804527,MG,Sociedade Empresária Limitada,14353,4.0E6,2
BANDEIRA & ASSOCIADOS S/S LTDA,03804588,CE,Sociedade Simples Limitada,2029,4.0E6,2
A & C BANDEIRA POUSADA LTDA,03805049,PI,Sociedade Empresária Limitada,14353,4.0E6,2
ROBINSON 44 MODAS LTDA,03805235,SP,Sociedade Empresária Limitada,14353,4.0E6,2
ASSISMAC AUTOMACAO COMERCIAL LTDA,03805352,SP,Sociedade Empresária Limitada,14353,4.0E6,2
THEMPER AUTOMACAO E COMERCIAL LTDA,03805972,SP,Sociedade Empresária Limitada,14353,4.0E6,2
OLHAR MULTIMIDIA PRODUCOES LTDA,03805978,SP,Sociedade Empresária Limitada,14353,4.0E6,2
ESCORPIAO CONTROLE DE PRAGAS E SERVICOS LTDA,03806071,SC,Sociedade Empresária Limitada,14353,4.0E6,2
RESUMO-PB AGENCIA DE NOTICIAS LTDA,03806151,PB,Sociedade Empresária Limitada,14353,4.0E6,2
FS - COMERCIO DE PECAS AUTOMOTIVAS LTDA,03806228,RS,Sociedade Empresária Limitada,14353,4.0E6,2
B. T. T. TRANSPORTES LTDA,03806385,PR,Sociedade Empresária Limitada,14353,4.0E6,2
CLAUDIO DE JESUS LAUD & CIA LTDA,03806409,MG,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIO DE ALIMENTOS MR BEEF LTDA,03806538,ES,Sociedade Empresária Limitada,14353,4.0E6,2
TABULEIRO DE MINAS ALIMENTOS LTDA,03806807,BA,Sociedade Empresária Limitada,14353,4.0E6,2
M. P. GAMES LTDA,03807036,PR,Sociedade Empresária Limitada,14353,4.0E6,2
INSTITUTO DE BELEZA PIU BELLE LTDA,03807165,MG,Sociedade Empresária Limitada,14353,4.0E6,2
PRECISAO SERVICOS CONTABEIS,03807197,PR,Sociedade Simples Limitada,2029,4.0E6,2
MADEIREIRA DUARTE & DUARTE LTDA,03807215,SC,Sociedade Empresária Limitada,14353,4.0E6,2
PEDERNEIRAS GASTRONOMIA EVENTOS E SERVICOS LTDA,03807449,RJ,Sociedade Simples Limitada,2029,4.0E6,2
RR FREITAS & FREITAS LTDA,03807509,RS,Sociedade Empresária Limitada,14353,4.0E6,2
SUPER LOJAO DO BEBE LTDA,03807848,BA,Sociedade Empresária Limitada,14353,4.0E6,2
I F DE MELO E CIA LTDA,03808195,MG,Sociedade Empresária Limitada,14353,4.0E6,2
CASTRO & CASTRO SERVICOS DE ELETRICIDADE LTDA,03808412,PR,Sociedade Empresária Limitada,14353,4.0E6,2
TRANSPORTE DE PASSAGEIROS ICARO LTDA,03808610,MG,Sociedade Empresária Limitada,14353,4.0E6,2
PARADA DO PVC MATERIAIS DE CONSTRUCAO LTDA,03808628,MG,Sociedade Empresária Limitada,14353,4.0E6,2
J.SANTANA SILVA & CIA.LTDA.,03808630,SP,Sociedade Empresária Limitada,14353,4.0E6,2
GONCALVES DOS ANJOS LTDA,03808667,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DROGARIA YOKOHAMA LTDA,03808872,MS,Sociedade Empresária Limitada,14353,4.0E6,2
CLINICA ODONTOLOGICA CISO LTDA,03809240,MG,Sociedade Simples Limitada,2029,4.0E6,2
FREITAS E RODRIGUES LTDA,03809357,GO,Sociedade Empresária Limitada,14353,4.0E6,2
DECAUX & DECAUX LTDA,03809410,MG,Sociedade Empresária Limitada,14353,4.0E6,2
JOSE ADELAR FREITAS & CIA LTDA,03809435,SC,Sociedade Empresária Limitada,14353,4.0E6,2
COPYSAJ SERVICOS GRAFICOS LTDA,03810035,BA,Sociedade Empresária Limitada,14353,4.0E6,2
VILLAR-RIO LTDA,03810117,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
B.W ASSISTENCIA CONTABIL,03810120,SP,Sociedade Simples Pura,219,4.0E6,2
GAVUA REFEICOES LTDA,03810236,AL,Sociedade Empresária Limitada,14353,4.0E6,2
C.A.S. DA ROCHA - CONVENIENCIAS LTDA,03810351,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
PADARIA E CONFEITARIA VILELA & MIRANDA LTDA,03810540,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
BAR E LANCHONETE J E D BOA VISTA LTDA,03810650,SP,Sociedade Empresária Limitada,14353,4.0E6,2
NOTEBOOK FRANQUIA E INFORMATICA LTDA,03810663,SC,Sociedade Empresária Limitada,14353,4.0E6,2
NOSCO SISTEMAS DE GESTAO LTDA,03810763,MG,Sociedade Empresária Limitada,14353,4.0E6,2
SUPERMERCADO UNIAO VILA LTDA,03810940,BA,Sociedade Empresária Limitada,14353,4.0E6,2
CAMPOS E RIBEIRO - ADVOGADOS ASSOCIADOS,03811101,MG,Sociedade Simples Pura,219,4.0E6,2
TRIGAS - INDUSTRIA E COMERCIO LTDA,03811118,RS,Sociedade Empresária Limitada,14353,4.0E6,2
RECICLE BH CARTUCHOS LTDA,03811236,MG,Sociedade Empresária Limitada,14353,4.0E6,2
INDICO - ASSESSORIA COMERCIAL LTDA,03811294,SP,Sociedade Empresária Limitada,14353,4.0E6,2
PLINART INDUSTRIA DE ARTEFATOS DE MADEIRA LTDA,03811515,RS,Sociedade Empresária Limitada,14353,4.0E6,2
BOTELHO & TORQUETTI LTDA,03811522,MG,Sociedade Empresária Limitada,14353,4.0E6,2
RAMOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,03811589,PI,Sociedade Empresária Limitada,14353,4.0E6,2
D & D TRANSPORTE COMERCIO E SERVICOS LTDA,03811771,RS,Sociedade Empresária Limitada,14353,4.0E6,2
DRAGA SAMARA LTDA,03811790,MG,Sociedade Empresária Limitada,14353,4.0E6,2
PASQUALINI COMERCIO DE ANIMAIS ARTIGOS E MEDICAMENTOS VETERINARIOS LTDA,03811862,SC,Sociedade Empresária Limitada,14353,4.0E6,2
AMORIM & MONTEIRO LIMPEZA EM PREDIOS E EM DOMICILIO LTDA,03812150,PE,Sociedade Empresária Limitada,14353,4.0E6,2
SECULO XXI SOLUCOES TECNOLOGICAS LTDA,03812751,RJ,Sociedade Simples Limitada,2029,4.0E6,2
GUIMARAES & ORTIZ LTDA,03812899,MS,Sociedade Empresária Limitada,14353,4.0E6,2
MIYUKI COMERCIO DE MIUDEZAS JIM LTDA,03813249,SP,Sociedade Empresária Limitada,14353,4.0E6,2
GRAPH MIDIA LTDA,03813285,PA,Sociedade Empresária Limitada,14353,4.0E6,2
SEAT COUROS COMERCIO E SERVICOS LTDA,03813365,CE,Sociedade Empresária Limitada,14353,4.0E6,2
NDS - ROLAMENTOS E PECAS LTDA,03813524,GO,Sociedade Empresária Limitada,14353,4.0E6,2
EMPREITEIRA MARANATA S/S LTDA,03813533,SP,Sociedade Simples Limitada,2029,4.0E6,2
CALCADOS LEGUS LTDA,03813552,SP,Sociedade Empresária Limitada,14353,4.0E6,2
PLATOFREIO COMERCIO E SERVICOS LTDA,03813683,SP,Sociedade Empresária Limitada,14353,4.0E6,2
UNIAO CASTELO PAES E DOCES LTDA,03813708,SP,Sociedade Empresária Limitada,14353,4.0E6,2
AUTOLOAN SERVICOS DE CONSULTORIA EMPRESARIAL LTDA,03813720,RJ,Sociedade Simples Limitada,2029,4.0E6,2
WV EXPRESS LTDA,03813809,SP,Sociedade Empresária Limitada,14353,4.0E6,2
PREVCARE - SERVICOS MEDICOS LTDA,03813882,SP,Sociedade Simples Limitada,2029,4.0E6,2
J. E. SANTO & CIA LTDA,03814044,BA,Sociedade Empresária Limitada,14353,4.0E6,2
SOUZA MAIA TRANSPORTES LTDA,03814096,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
R & A CRIACOES LTDA,03814405,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DADU CONFECCOES E CALCADOS LTDA,03814581,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DISFIL FERRAMENTAS E METROLOGIA LTDA,03814637,SP,Sociedade Empresária Limitada,14353,4.0E6,2
RENATO LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,03814698,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MAGENTA GRAFICA E EDITORA LTDA,03814734,AL,Sociedade Empresária Limitada,14353,4.0E6,2
CORTINAS LIDER LTDA,03814768,MG,Sociedade Empresária Limitada,14353,4.0E6,2
J.C. DOS LAGOS ELETRODOMESTICOS LTDA,03814921,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL SANTOS E COTA LTDA,03814953,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MERCADO JH HEBERLE LTDA,03814994,RS,Sociedade Empresária Limitada,14353,4.0E6,2
GRANJA DAVID INDUSTRIA E COMERCIO DE CODORNAS LTDA,03815294,BA,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIO INDUSTRIA E REPRESENTACOES BRAUER DE FRIBURGO LTDA,03815492,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
POUSADA SOLAR DAS PALMEIRAS LTDA,03815873,SP,Sociedade Empresária Limitada,14353,4.0E6,2
D' FATO DECORACOES LTDA,03815938,RS,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL KAYA LTDA,03816044,SP,Sociedade Empresária Limitada,14353,4.0E6,2
M. C S FILHO COMERCIO E REPRESENTACOES LTDA,03816050,MA,Sociedade Empresária Limitada,14353,4.0E6,2
IMPACTO PROTENSAO RECIFE LTDA,03816094,PE,Sociedade Empresária Limitada,14353,4.0E6,2
WERNER & LEAL LTDA,03816553,PE,Sociedade Empresária Limitada,14353,4.0E6,2
LEO'S COZINHAS & DORMITORIOS PLANEJADOS LTDA,03816562,SP,Sociedade Empresária Limitada,14353,4.0E6,2
CENTRAL W S L COMERCIO DE EMBALAGENS LTDA,03816597,PE,Sociedade Empresária Limitada,14353,4.0E6,2
ALUVILLAR ALUMINIOS LTDA,03816658,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
INSIGHT ESPACO TERAPEUTICO LTDA,03816707,AL,Sociedade Empresária Limitada,14353,4.0E6,2
MACHADO DE OLIVEIRA E OLIVEIRA LTDA,03816786,GO,Sociedade Empresária Limitada,14353,4.0E6,2
GHF DISTRIBUIDORA E COMERCIO LTDA,03816867,BA,Sociedade Empresária Limitada,14353,4.0E6,2
W.D. COMERCIO E SERVICOS LTDA,03816999,ES,Sociedade Empresária Limitada,14353,4.0E6,2
TECNOCONT ASSESSORIA E CONSULTORIA LTDA,03817130,PE,Sociedade Empresária Limitada,14353,4.0E6,2
YELLOW BALLOONS COMERCIO DE BALOES LTDA,03817174,SP,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL DE MADEIRAS WP QUINTINO LTDA,03817175,CE,Sociedade Empresária Limitada,14353,4.0E6,2
GARMENT FASHION CONFECCOES LTDA,03817315,MG,Sociedade Empresária Limitada,14353,4.0E6,2
CHETMO - CLINICA DE HEMATOLOGIA E TRANSPLANTE DE MEDULA OSSEA SOCIEDADE SIMPLES,03817519,SP,Sociedade Simples Pura,219,4.0E6,2
M V LUNA FERREIRA E CIA LTDA,03818413,MA,Sociedade Empresária Limitada,14353,4.0E6,2
POUSADA MORADA DAS FLORES S/C LTDA,03818438,RJ,Sociedade Simples Limitada,2029,4.0E6,2
MOLAS CARRETEIRO CENTER LTDA,03818622,DF,Sociedade Empresária Limitada,14353,4.0E6,2
OPCIONAL COMERCIO E SERVICOS DE SERRALHERIA LTDA,03818639,MG,Sociedade Empresária Limitada,14353,4.0E6,2
LOJA COOPERADA SAO JOAO LTDA,03818659,SP,Sociedade Empresária Limitada,14353,4.0E6,2
OURO SOBRE AZUL DESIGN E EDITORA LTDA,03818688,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
MEINHART GESTAO E CONTROLADORIA LTDA,03818693,RS,Sociedade Empresária Limitada,14353,4.0E6,2
TOGETHER TREINAMENTO E DESENVOLVIMENTO PROFISSIONAL LTDA,03818855,MT,Sociedade Empresária Limitada,14353,4.0E6,2
DICOLI COMERCIO DE PRODUTOS FARMACEUTICOS E PERFUMARIA LTDA,03819004,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
ITALO TURISMO LTDA,03819061,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MARCA CONTABIL - SERVICOS DE CONTABILIDADE PROJETOS,E SUPORTE ADMINISTRATIVO LTDA,03819168,DF,Sociedade Empresária Limitada,14353,4.0E6,2
PREMIUM NEGOCIOS IMOBILIARIOS LTDA,03819246,PA,Sociedade Empresária Limitada,14353,4.0E6,2
EEI CASTELO DA LILICA S/S LTDA,03819258,SP,Sociedade Simples Limitada,2029,4.0E6,2
JOBSON COMERCIAL DE MEDICAMENTOS LTDA,03819534,CE,Sociedade Empresária Limitada,14353,4.0E6,2
MODULAR MOVEIS E MATERIAIS DE CONSTRUCAO LTDA,03819922,BA,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL REIS E NASCIMENTO LTDA,03819955,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MACTHELLA COMERCIO E CONFECCOES LTDA,03820302,CE,Sociedade Empresária Limitada,14353,4.0E6,2
CAPOTARIA E TAPECARIA CENTRAL LTDA,03820405,DF,Sociedade Empresária Limitada,14353,4.0E6,2
SPORTSOM ACESSORIOS E VEICULOS LTDA,03820639,MG,Sociedade Empresária Limitada,14353,4.0E6,2
TRANSPORTADORA PICOLI BATALHA LTDA,03820696,MG,Sociedade Empresária Limitada,14353,4.0E6,2
MERCADINHO ALMEIDA E SILVA LTDA,03820961,MG,Sociedade Empresária Limitada,14353,4.0E6,2
RESTAURANTE E CHURRASCARIA TITO & FREITAS LTDA,03821028,MG,Sociedade Empresária Limitada,14353,4.0E6,2
LAMAR ODONTOLOGIA S/S LTDA,03821160,SP,Sociedade Simples Limitada,2029,4.0E6,2
CONSTRUTORA J L GONZALES LTDA,03821231,RS,Sociedade Empresária Limitada,14353,4.0E6,2
SERVIPRES SERVICOS LTDA,03821761,MG,Sociedade Empresária Limitada,14353,4.0E6,2
SION EXCELENCIA EM CHAVES LTDA,03821764,SC,Sociedade Empresária Limitada,14353,4.0E6,2
Z.S. DA CUNHA VICARI & CIA LTDA,03822233,MS,Sociedade Empresária Limitada,14353,4.0E6,2
MUARA COMERCIO LTDA,03822907,RR,Sociedade Empresária Limitada,14353,4.0E6,2
JBJ TRANSPORTES DE CARGAS LTDA,03822916,AM,Sociedade Empresária Limitada,14353,4.0E6,2
NTW INFORMATICA LTDA,03822964,PE,Sociedade Empresária Limitada,14353,4.0E6,2
BORRACHARIA SAO LUIZ LTDA,03823135,MS,Sociedade Empresária Limitada,14353,4.0E6,2
INNOVARE SERVICOS TECNOLOGICOS LTDA,03823179,SP,Sociedade Simples Limitada,2029,4.0E6,2
FABRICA DE DOCES SARANA LTDA,03823243,MG,Sociedade Empresária Limitada,14353,4.0E6,2
RIO PRETO FOGOES E REFRIGERACAO LTDA,03823322,SP,Sociedade Empresária Limitada,14353,4.0E6,2
VEREDA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,03823329,GO,Sociedade Empresária Limitada,14353,4.0E6,2
BUFFET HAPPY HOUSE LTDA,03823362,SP,Sociedade Empresária Limitada,14353,4.0E6,2
OFICINA DE LANTERNAGEM E MECANICA BARBOSA LTDA,03823806,MG,Sociedade Empresária Limitada,14353,4.0E6,2
FAPEPLAST INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,03823956,SP,Sociedade Empresária Limitada,14353,4.0E6,2
RAMOS & RAMOS COSMETICOS LTDA,03824004,SP,Sociedade Empresária Limitada,14353,4.0E6,2
C & S CONSTRUCOES E REFORMAS LTDA,03824073,RS,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIO E LOCACOES DE MAQUINAS E SERVICOS ROSSI LTDA,03824123,MG,Sociedade Empresária Limitada,14353,4.0E6,2
FRAN CAR REPAROS AUTOMOBILISTICOS LTDA,03824453,SP,Sociedade Empresária Limitada,14353,4.0E6,2
REFRIGERACAO E CONGELADOS KAROL LTDA,03824498,MG,Sociedade Empresária Limitada,14353,4.0E6,2
KELY & KAUA MODAS LTDA,03824541,GO,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIAL E DISTRIBUIDORA RENOVA LTDA,03824550,MG,Sociedade Empresária Limitada,14353,4.0E6,2
CONSTANTINO & SILVA LTDA,03824551,MG,Sociedade Empresária Limitada,14353,4.0E6,2
POUSADA DO SOL LTDA,03824761,GO,Sociedade Empresária Limitada,14353,4.0E6,2
EXITO - CONTABILIDADE E ASSESSORIA EMPRESARIAL LTDA,03824925,SP,Sociedade Empresária Limitada,14353,4.0E6,2
J.R.L. COMERCIO BOITUVA LTDA,03825110,SP,Sociedade Empresária Limitada,14353,4.0E6,2
A C F LIZANDRO NOGUEIRA LTDA,03825341,PI,Sociedade Empresária Limitada,14353,4.0E6,2
HOTEL LANCHONETE E RESTAURANTE TURQUINHO'S LTDA,03825432,MS,Sociedade Empresária Limitada,14353,4.0E6,2
ORLANDO PEDRY & CIA LTDA,03825493,PR,Sociedade Empresária Limitada,14353,4.0E6,2
CENTRO EDUCACIONAL VIDA RELUZ LTDA,03825533,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
LEOSAN COMERCIO DE PAPELARIA E REPRESENTACOES LTDA,03825586,BA,Sociedade Empresária Limitada,14353,4.0E6,2
PRAXEM ENGENHARIA EMPREENDIMENTO IMOBILIARIO E REPRESENTACOES LTDA.,03826219,SP,Sociedade Empresária Limitada,14353,4.0E6,2
MERCADAO DE CARNES BOI DE CORTE LTDA,03826265,SP,Sociedade Empresária Limitada,14353,4.0E6,2
MUNHOZ CHAVES INFORMATICA LTDA,03826544,SP,Sociedade Empresária Limitada,14353,4.0E6,2
GSEG GESTAO EM SEGURANCA EM TRABALHO LTDA,03826738,RS,Sociedade Empresária Limitada,14353,4.0E6,2
HOTEL AMARILLIS LTDA,03826756,SP,Sociedade Empresária Limitada,14353,4.0E6,2
IMOBILIARIA FONSECA S/S LTDA,03827030,SP,Sociedade Simples Limitada,2029,4.0E6,2
DF-COMUNICAO LTDA,03827063,GO,Sociedade Empresária Limitada,14353,4.0E6,2
FRANSCHAISY COMERCIO E FRANQUIAS LTDA,03827339,MG,Sociedade Empresária Limitada,14353,4.0E6,2
J. OSMAR BOSCARIOLI & CIA LTDA,03827544,MS,Sociedade Empresária Limitada,14353,4.0E6,2
FRUTICULA BACK LTDA,03827572,PR,Sociedade Empresária Limitada,14353,4.0E6,2
BEAUTY MIX DISTRIBUIDORA LTDA,03827654,MG,Sociedade Empresária Limitada,14353,4.0E6,2
D 3 COMERCIO DE ROUPAS LTDA,03827915,SP,Sociedade Empresária Limitada,14353,4.0E6,2
D 5 COMERCIO DE ROUPAS LTDA,03827935,SP,Sociedade Empresária Limitada,14353,4.0E6,2
SPORT POLO CONFECCOES LTDA,03827947,SC,Sociedade Empresária Limitada,14353,4.0E6,2
STUDIO CHRIS PERSONAL LTDA,03828643,MG,Sociedade Simples Limitada,2029,4.0E6,2
BELMA INDUSTRIA E COMERCIO LTDA,03828942,PA,Sociedade Empresária Limitada,14353,4.0E6,2
POSTO NOVO FORUM DE SERTAOZINHO LTDA,03829065,SP,Sociedade Empresária Limitada,14353,4.0E6,2
MARLUCE PEREIRA DA SILVA & CIA LTDA,03829107,BA,Sociedade Empresária Limitada,14353,4.0E6,2
MAGAZINE DOS KITS LTDA,03829130,BA,Sociedade Empresária Limitada,14353,4.0E6,2
ALUFONT ESQUADRIAS DE ALUMINIO LTDA,03829240,SP,Sociedade Empresária Limitada,14353,4.0E6,2
WW MOTOS SERVICOS LTDA,03829253,SP,Sociedade Empresária Limitada,14353,4.0E6,2
VIDROLUM INDUSTRIA E COMERCIO LTDA,03829610,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
OTICA CENTAUROS LTDA,03829738,PR,Sociedade Empresária Limitada,14353,4.0E6,2
LOBAO VEICULOS PECAS E SERVICOS LTDA,03829752,BA,Sociedade Empresária Limitada,14353,4.0E6,2
DUARTE FINANCIAMENTOS E EMPREENDIMENTOS LTDA,03829759,SE,Sociedade Empresária Limitada,14353,4.0E6,2
FERNANDES ARAUJO COMERCIO DE VIDROS LTDA,03830230,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DROGARIA SAO VICENTE ARTUR NOGUEIRA LTDA,03830245,SP,Sociedade Empresária Limitada,14353,4.0E6,2
GSELTDA-CONSTRUTORA GONCALVES SILVA EMPREENDIMENTO LTDA,03830491,MA,Sociedade Empresária Limitada,14353,4.0E6,2
ABRACADABRA COMERCIO DE ROUPAS INFANTIS LTDA,03830560,BA,Sociedade Empresária Limitada,14353,4.0E6,2
INTER LINE COMERCIO VAREJISTA DE UTILIDADES DOMESTICAS LTDA,03830705,PR,Sociedade Empresária Limitada,14353,4.0E6,2
